X,Y,OBJECTID,GIS_LOC_ID,STATUS,ISSUE_AUTH,P_TYPE,P_CAT,P_CAT_CODE,PERMIT_ID,P_FEAT_ID,PRIMARY_PF,PF_TYPE,TOTAL_PF,MODNR_ID,FAC_NAME,FAC_ADD1,FAC_ADD2,FAC_CITY,FAC_ZIP,FAC_ZIP4,FAC_PHONE,FAC_COUNTY,REGION,HSE_DIST,SNT_DIST,UTMEASTING,UTMNORTHNG,DATECOLL,HCOLLTEXT,SOURCESCAL,HACCURACY,PDOP,EPE,HDATUMNAME,UTMZONE,SOURCECODE,REFPTTEXT,VERIFTEXT,GIS_APPR,SIC_CODE,SIC_DESC,NAICS_CODE,NAICS_DESC,PF_ACTIVE,PF_INITIAL,PF_ISSUE,PF_EXPIRE,CA_NAME,CA_ADD1,CA_ADD2,CA_CITY,CA_STATE,CA_ZIP,CA_ZIP4,CA_LEVEL,AFOCLASS,CAFO_REAS,BEEF,DAIRY,BROILERS,LAYERS,PULLETS,TURKEYS,SW_OVR_55,SW_UND_55,GOAT,HORSE,PF_TOTALAU,LAND_ACRES,RUNOFFAREA,EST_MAN_G,EST_MAN_T,EST_LIQ_G,EST_LIQ_T,STR_AGST,STR_AGSTDD,STR_AD,STR_ADDD,STR_BGST,STR_BGSTDD,STR_CP,STR_CPDD,STR_EP,STR_EPDD,STR_ISP,STR_ISPDD,STR_NONE,STR_NONEDD,STR_OP,STR_OPDD,STR_RSS,STR_RSSDD,STR_SL,STR_SLDD,STR_UP,STR_UPDD,STR_WWTL,STR_WWTLDD,NMP,NMP_DATE,G_TRT_TYPE,WASTE_CODE,WASTE_TYPE,EDU,FLOW_DSGN,FLOW_ACT,OWN_NAME,OWN_ADDR1,OWN_ADDR2,OWN_CITY,OWN_STATE,OWN_ZIP,OWN_PLUS4,OWN_CNTRY,QTR_3,QTR_2,QTR_1,SECTION_,TOWNSHIP,T_DIR,RANGE,R_DIR,LAND_GRANT,REC_STREAM,REC_STM_CL,DSG_303D,WBID,WB_NAME,WB_CLASS,DIS_RECSTM,NHD_ID,NO_DISG_CL,HUC_8,SUB_WATERS
-94.337757171957747,36.797256551903828,11,80503,Effective,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0122840,017,N,Storm Water Outfall,12,10930,Opal Foods Neosho Farms,17331 Hwy D, ,NEOSHO,64850, ,4174555000,Newton,SWR,0,0,380653.885,4073215.66,2011-03-17T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,N,3095,Chicken Eggs,0, ,2005-11-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2011-05-20T00:00:00.000Z,2016-05-19T00:00:00.000Z,"Opal Foods, LLC",1100 Blair Ave, ,Neosho,MO,64850, , ,Class IA, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,0,N,0,N,0,N,0,Y,,Land Application,SW,Storm Water, ,0,0,"Opal Foods, LLC",1100 Blair Avenue, ,Neosho,MO,64850, ,USA, ,NW,NW,24,24,N,32,W, ,Tributary to Elm Spring Branch,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0,11070208007730,N,11070207,0802
-94.338424166763687,36.795950547388557,12,80502,Effective,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0122840,007,N,Outfall,12,10930,Opal Foods Neosho Farms,17331 Hwy D, ,NEOSHO,64850, ,4174555000,Newton,SWR,0,0,380592.349,4073071.607,2011-03-17T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,N,3095,Chicken Eggs,0, ,2005-11-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2011-05-20T00:00:00.000Z,2016-05-19T00:00:00.000Z,"Opal Foods, LLC",1100 Blair Ave, ,Neosho,MO,64850, , ,Class IA, ,0,0,0,0,0,0,0,0,0,0,0,0,0,89425,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,365,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0.001,0,"Opal Foods, LLC",1100 Blair Avenue, ,Neosho,MO,64850, ,USA, ,W,NW,24,24,N,32,W, ,Tribytary to Bullskin Creek,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0,11070208007730,N,11070208,0305
-94.359007181676176,36.798978551495232,13,80501,Effective,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0122840,005,N,Outfall,12,10930,Opal Foods Neosho Farms,17331 Hwy D, ,NEOSHO,64850, ,4174555000,Newton,SWR,0,0,378760.7,4073433.426,2011-03-17T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,N,3095,Chicken Eggs,0, ,2005-11-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2011-05-20T00:00:00.000Z,2016-05-19T00:00:00.000Z,"Opal Foods, LLC",1100 Blair Ave, ,Neosho,MO,64850, , ,Class IA, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,365,N,0,Y,,Land Application,MNR,Manure, ,0,0,"Opal Foods, LLC",1100 Blair Avenue, ,Neosho,MO,64850, ,USA, ,NW,NW,23,24,N,32,W, ,Tributary to Bullskin Creek,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0,11070208007717,N,11070208,0305
-94.329535175004565,36.803117548784584,14,80500,Effective,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0122840,003,N,Outfall,12,10930,Opal Foods Neosho Farms,17331 Hwy D, ,NEOSHO,64850, ,4174555000,Newton,SWR,0,0,381396.48,4073855.638,2011-03-17T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,N,3095,Chicken Eggs,0, ,2005-11-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2011-05-20T00:00:00.000Z,2016-05-19T00:00:00.000Z,"Opal Foods, LLC",1100 Blair Ave, ,Neosho,MO,64850, , ,Class IA, ,0,0,200000,0,0,0,0,0,0,0,1600,0,0,32339,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,365,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0,0,"Opal Foods, LLC",1100 Blair Avenue, ,Neosho,MO,64850, ,USA, ,S,SE,13,24,N,32,W, ,Tributray to Elm Spring Branch,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0,11070207006040,N,11070207,0802
-94.351451175757859,36.798867553688012,15,80499,Effective,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0122840,002,N,Outfall,12,10930,Opal Foods Neosho Farms,17331 Hwy D, ,NEOSHO,64850, ,4174555000,Newton,SWR,0,0,379434.649,4073411.559,2011-03-17T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,N,3095,Chicken Eggs,0, ,2005-11-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2011-05-20T00:00:00.000Z,2016-05-19T00:00:00.000Z,"Opal Foods, LLC",1100 Blair Ave, ,Neosho,MO,64850, , ,Class IA, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,365,N,0,Y,,Land Application,MNR,Manure, ,0,0,"Opal Foods, LLC",1100 Blair Avenue, ,Neosho,MO,64850, ,USA, ,NW,NE,23,24,N,32,W, ,Tributary to Bullskin Creek,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0,11070208007716,N,11070208,0305
-94.349979176120101,36.794034545391938,16,80498,Effective,Water Protection Program,SITE,Site-Specific CAFO (IA),sscafoIA,MO0122840,001,Y,Outfall,12,10930,Opal Foods Neosho Farms,17331 Hwy D, ,NEOSHO,64850, ,4174555000,Newton,SWR,0,0,379558.408,4072873.539,2011-03-17T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,N,3095,Chicken Eggs,0, ,2005-11-01T00:00:00.000Z,2005-11-01T00:00:00.000Z,2011-05-20T00:00:00.000Z,2016-05-19T00:00:00.000Z,"Opal Foods, LLC",1100 Blair Ave, ,Neosho,MO,64850, , ,Class IA, ,0,0,1300000,0,0,0,0,0,0,0,10400,0,0,10914,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,365,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0,0,"Opal Foods, LLC",1100 Blair Avenue, ,Neosho,MO,64850, ,USA, ,SW,NE,23,24,N,32,W, ,Tributary Bullskin Creek,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0,11070208007716,N,11070208,0305
-94.092380830001787,36.91253419938112,17,80349,Effective,Water Protection Program,GPCF,General CAFO IC,gencafoIC,MOGS10435,001,Y,Land Application Site,1,42626,Isaiah 556,30099 Isaiah Lane, ,STARK CITY,64866, ,8705848834,Newton,SWR,0,0,402692,4085726,2013-05-29T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3094,"Broiler, Fryer, And Roaster Chickens",0, ,2013-05-29T00:00:00.000Z,2013-05-30T00:00:00.000Z,2013-05-30T00:00:00.000Z,2018-01-27T00:00:00.000Z,Shelia Dossey,30099 Isaiah Lane, ,STARK CITY,MO,64866, , ,Class IC, ,0,0,184200,0,0,0,0,0,0,0,1474,0,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,365,N,0,N,0,N,0,Y,,Land Application,MNR,Manure, ,0,0,Shelia Dossey,30099 Isaiah Lane, ,STARK CITY,MO,64866, ,USA, ,SE,NW,03,25,N,29,W, ,Tributary to Clear Creek,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0, ,N,11070207,0705
-91.947617677946582,40.158838317299725,18,79982,Effective,Water Protection Program,GPCF,General CAFO IB,gencafoIB,MOGS10504,001,Y,Land Application Site,1,45399,County Line Pork,16510 100th Avenue, ,LA BELLE,63447, ,2172424403,Lewis,NER,0,0,589624,4445917,2015-07-09T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2015-07-09T00:00:00.000Z,2015-08-25T00:00:00.000Z,2015-08-25T00:00:00.000Z,2018-01-27T00:00:00.000Z,County Line Pork,16510 100th Avenue, ,LA BELLE,MO,63447, , ,Class IB, ,0,0,0,0,0,0,7515,0,0,0,3006,0,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,355,N,0,Y,,Land Application,MNR,Manure, ,0.0095,0.008,County Line Pork,16510 100th Avenue, ,LA BELLE,MO,63447, ,USA, ,NW,SW,19,62,N,09,W, ,Tributary to Reddish Branch,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0, ,N,07110002,0305
-93.648022533004621,39.995788034878544,19,79969,Effective,Water Protection Program,GPCF,General CAFO IC,gencafoIC,MOGS10500,001,Y,Land Application Site,1,45090,"Trenton Farms RE, LLC",State Highway W, ,TRENTON,64683, ,5078257032,Grundy,NER,0,0,444682,4427490,2015-07-08T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,N,3090,Hogs,0, ,2015-07-08T00:00:00.000Z,2015-08-12T00:00:00.000Z,2015-08-12T00:00:00.000Z,2018-01-27T00:00:00.000Z,"Trenton Farms RE, LLC",1300 S Highway 75, ,Pipestone,MN,65164, , ,Class IC, ,0,0,0,0,0,0,7016,320,0,0,2838,0,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,365,N,0,Y,,Land Application,MNR,Manure, ,0.0123,0.01,"Trenton Farms RE, LLC",1300 S Highway 75, ,Pipestone,MN,65164, ,USA, ,NW,SW,19,60,N,24,W, ,Tributary to Hickory Creek,UNCLASSIFIED,N,588,Hickory Cr.,C,0.5, ,N,10280102,1401
-91.94362259441165,40.589682982266986,20,79946,Effective,Water Protection Program,GPCF,General CAFO IC,gencafoIC,MOGS10503,001,Y,Land Application Site,1,43738,Eugene Garman,RR 1 Box 132, ,LURAY,63453, ,6602160951,Scotland,NER,0,0,589393,4493745,2015-07-06T00:00:00.000Z,Interpolation from map,1:24000,13,0,0,NAD83,15,WPCB,Outfall Pipe,Verified Relative to Map Features,Y,3090,Hogs,0, ,2015-07-06T00:00:00.000Z,2015-08-27T00:00:00.000Z,2015-08-27T00:00:00.000Z,2018-01-27T00:00:00.000Z,Eugene Garman,Rt 1 Box 132, ,mount sterling,IA,52573, , ,Class IC, ,0,0,0,0,0,0,4960,0,0,0,1984,0,0,0,0,0,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,N,0,Y,358,N,0,Y,,Land Application,MNR,Manure, ,0.0066,0.005,Eugene Garman,Rt 1 Box 132, ,Mt. Sterling,MO,52573, ,USA, ,NE,NE,25,67,N,10,W, ,Tributary to Burnt Shirt Branch,UNCLASSIFIED,N,3960,8-20-13 MUDD V1.0,C,0.06, ,N,07110001,0206
